t(ticks); id_viat; destin; t_estacion; t_vida; observ
    1383;   23361;      S;         50;   1189; Encerrado!
    1383;   23362;      E;         30;   1189; Encerrado!
    1383;   23363;      N;         70;   1189; Encerrado!
    1383;   23364;      S;         40;   1189; Encerrado!
    1383;   23365;      S;         60;   1189; Encerrado!
    1383;   23366;      W;         20;   1189; Encerrado!
    1383;   23367;      E;         90;   1189; Encerrado!
    1383;   23368;      E;         50;   1189; Encerrado!
    1383;   23369;      W;         10;   1189; Encerrado!
    1383;   23370;      E;         60;   1189; Encerrado!
    1383;   23371;      W;         50;   1189; Encerrado!
    1383;   23372;      S;         90;   1189; Encerrado!
    1383;   23374;      S;         30;   1189; Encerrado!
    1383;   23373;      N;         10;   1189; Encerrado!
    1383;   23375;      W;         10;   1189; Encerrado!
    1383;   23376;      E;         90;   1189; Encerrado!
    1383;   23377;      N;         60;   1189; Encerrado!
    1383;   23378;      E;         90;   1189; Encerrado!
    1383;   23379;      E;         30;   1189; Encerrado!
    1383;   23381;      W;         40;   1189; Encerrado!
    1383;   23382;      E;         90;   1189; Encerrado!
    1383;   23383;      E;        100;   1189; Encerrado!
    1384;   23384;      W;         50;   1190; Encerrado!
    1384;   23385;      S;         40;   1190; Encerrado!
    1384;   23386;      S;        100;   1190; Encerrado!
    1384;   23387;      S;         90;   1190; Encerrado!
    1384;   23389;      W;         90;   1190; Encerrado!
    1384;   23390;      N;         40;   1190; Encerrado!
    1384;   23391;      E;         50;   1190; Encerrado!
    1384;   23392;      N;         10;   1190; Encerrado!
    1384;    3269;      W;         40;   1359; Encerrado!
    1384;    3270;      W;         70;   1359; Encerrado!
    1384;   23393;      N;        100;   1190; Encerrado!
    1384;   23394;      N;         70;   1190; Encerrado!
    1384;   23395;      W;         70;   1190; Encerrado!
    1384;   23396;      S;        100;   1190; Encerrado!
    1384;   23397;      W;         50;   1190; Encerrado!
    1384;   23398;      S;         60;   1190; Encerrado!
    1385;   23399;      N;         10;   1191; Encerrado!
    1385;   23400;      S;         90;   1191; Encerrado!
    1385;   23401;      E;        100;   1191; Encerrado!
    1385;   23402;      S;         60;   1191; Encerrado!
    1385;   23403;      W;         60;   1191; Encerrado!
    1385;   23404;      N;         90;   1191; Encerrado!
    1385;   23405;      S;         40;   1191; Encerrado!
    1385;   23406;      E;         60;   1191; Encerrado!
    1385;   23407;      W;         90;   1191; Encerrado!
    1385;   23408;      W;        100;   1191; Encerrado!
    1385;   23409;      N;         90;   1191; Encerrado!
    1385;   23410;      W;        100;   1191; Encerrado!
    1385;   23411;      E;         90;   1191; Encerrado!
    1385;   23413;      N;         50;   1191; Encerrado!
    1385;   23414;      S;         70;   1191; Encerrado!
    1385;   23415;      W;         90;   1191; Encerrado!
    1385;   23416;      S;         50;   1191; Encerrado!
    1385;   23417;      E;         30;   1191; Encerrado!
    1385;   23418;      E;        100;   1191; Encerrado!
    1385;   23419;      W;        100;   1191; Encerrado!
    1385;   23420;      E;         70;   1191; Encerrado!
    1385;   23421;      N;         40;   1191; Encerrado!
    1386;   23422;      S;         80;   1192; Encerrado!
    1386;   23423;      N;         60;   1192; Encerrado!
    1386;   23424;      S;         80;   1192; Encerrado!
    1386;   23425;      N;         30;   1192; Encerrado!
    1386;   23426;      W;        100;   1192; Encerrado!
    1386;    3276;      E;         70;   1361; Encerrado!
    1386;   23428;      E;         20;   1192; Encerrado!
    1386;   23429;      N;         60;   1192; Encerrado!
    1386;    3274;      S;         50;   1361; Encerrado!
    1386;   23430;      W;         90;   1192; Encerrado!
    1386;   23431;      S;        100;   1192; Encerrado!
    1386;   23432;      E;         20;   1192; Encerrado!
    1386;   23433;      S;         10;   1192; Encerrado!
    1387;   23434;      W;        100;   1193; Encerrado!
    1387;   23435;      N;         30;   1193; Encerrado!
    1387;   23436;      W;         80;   1193; Encerrado!
    1387;   23437;      W;        100;   1192; Encerrado!
    1387;   23438;      W;         90;   1192; Encerrado!
    1387;   23439;      S;        100;   1192; Encerrado!
    1387;   23440;      S;        100;   1192; Encerrado!
    1387;   23441;      S;        100;   1192; Encerrado!
    1387;   23442;      E;         90;   1192; Encerrado!
    1387;   23443;      E;         50;   1192; Encerrado!
    1387;   23444;      E;         50;   1192; Encerrado!
    1387;   23445;      W;         60;   1192; Encerrado!
    1387;   23446;      N;         30;   1192; Encerrado!
    1387;   23447;      S;         30;   1192; Encerrado!
    1387;   23448;      S;         70;   1192; Encerrado!
    1387;   23449;      W;         30;   1192; Encerrado!
    1387;   23450;      E;         70;   1192; Encerrado!
    1387;    3279;      N;         10;   1362; Encerrado!
    1387;   23452;      E;         80;   1192; Encerrado!
    1387;   23453;      E;         80;   1192; Encerrado!
    1387;   23454;      S;         60;   1192; Encerrado!
    1387;   23455;      E;         60;   1192; Encerrado!
    1388;   23456;      S;         70;   1193; Encerrado!
    1388;   23457;      E;         50;   1193; Encerrado!
    1388;   23458;      W;         60;   1193; Encerrado!
    1388;   23459;      S;         80;   1193; Encerrado!
    1388;   23460;      N;         40;   1193; Encerrado!
    1388;   23461;      E;         40;   1193; Encerrado!
    1388;   23462;      E;         60;   1193; Encerrado!
    1388;   23463;      W;         10;   1193; Encerrado!
    1388;   23465;      S;         90;   1193; Encerrado!
    1388;    3280;      N;         80;   1363; Encerrado!
    1388;   23466;      W;         10;   1193; Encerrado!
    1388;   23467;      N;         80;   1193; Encerrado!
    1388;   23468;      E;         50;   1193; Encerrado!
    1388;   23470;      E;         90;   1193; Encerrado!
    1388;   23471;      W;         10;   1193; Encerrado!
    1389;   23472;      S;        100;   1194; Encerrado!
    1389;   23473;      S;         30;   1194; Encerrado!
    1389;   23469;      W;        100;   1194; Encerrado!
    1389;   23474;      W;         70;   1194; Encerrado!
    1389;   23475;      S;         60;   1194; Encerrado!
    1389;   23476;      S;        100;   1194; Encerrado!
    1389;   23477;      N;         10;   1194; Encerrado!
    1389;   23478;      E;        100;   1194; Encerrado!
    1389;   23479;      N;         90;   1194; Encerrado!
    1389;   23480;      S;         20;   1194; Encerrado!
    1389;   23481;      W;         40;   1194; Encerrado!
    1389;   23482;      S;         80;   1194; Encerrado!
    1389;   23483;      N;         60;   1194; Encerrado!
    1389;   23484;      N;         70;   1194; Encerrado!
    1389;   23485;      E;         50;   1194; Encerrado!
    1389;   23486;      W;         10;   1194; Encerrado!
    1389;    3284;      N;         20;   1364; Encerrado!
    1389;   23488;      E;         80;   1194; Encerrado!
    1389;   23489;      N;         60;   1194; Encerrado!
    1389;   23490;      S;         40;   1194; Encerrado!
    1389;   23491;      E;         50;   1194; Encerrado!
    1389;   23492;      N;         70;   1194; Encerrado!
    1390;   23493;      N;         80;   1195; Encerrado!
    1390;   23494;      W;        100;   1195; Encerrado!
    1390;   23495;      N;         30;   1195; Encerrado!
    1390;   23496;      W;         60;   1195; Encerrado!
    1390;   23497;      S;         20;   1195; Encerrado!
    1390;   23498;      S;         80;   1195; Encerrado!
    1390;   23499;      S;         80;   1195; Encerrado!
    1390;   23500;      S;         90;   1195; Encerrado!
    1390;   23501;      S;         20;   1195; Encerrado!
    1390;   23502;      N;        100;   1195; Encerrado!
    1390;   23503;      S;         90;   1195; Encerrado!
    1390;   23504;      N;         50;   1195; Encerrado!
    1390;   23505;      S;         70;   1195; Encerrado!
    1390;   23506;      W;         70;   1195; Encerrado!
    1391;   23507;      S;         90;   1196; Encerrado!
    1391;   23508;      N;         80;   1196; Encerrado!
    1391;   23509;      W;         80;   1196; Encerrado!
    1391;   23510;      N;         50;   1196; Encerrado!
    1391;   23511;      E;         30;   1196; Encerrado!
    1391;   23512;      N;         50;   1196; Encerrado!
    1391;   23513;      E;         30;   1196; Encerrado!
    1391;   23514;      S;         10;   1196; Encerrado!
    1391;   23515;      E;         70;   1196; Encerrado!
    1391;   23516;      S;         10;   1196; Encerrado!
    1391;   23517;      S;         30;   1196; Encerrado!
    1391;   23518;      N;         10;   1196; Encerrado!
    1391;   23519;      E;         20;   1196; Encerrado!
    1391;   23520;      W;         90;   1196; Encerrado!
    1391;   23521;      W;         40;   1196; Encerrado!
    1391;   23522;      N;         90;   1196; Encerrado!
    1391;   23523;      N;         30;   1196; Encerrado!
    1391;   23524;      E;         30;   1196; Encerrado!
    1391;   23525;      E;         10;   1196; Encerrado!
    1391;   23526;      E;         30;   1196; Encerrado!
    1392;   23528;      E;         20;   1197; Encerrado!
    1392;   23529;      E;         40;   1197; Encerrado!
    1392;   23530;      W;         50;   1197; Encerrado!
    1392;   23531;      N;         70;   1197; Encerrado!
    1392;    3289;      W;         60;   1367; Encerrado!
    1392;   23532;      S;         30;   1197; Encerrado!
    1392;   23533;      W;         10;   1197; Encerrado!
    1392;   23534;      E;         20;   1197; Encerrado!
    1392;   23535;      S;         30;   1197; Encerrado!
    1392;   23536;      W;         20;   1197; Encerrado!
    1392;   23537;      E;         70;   1197; Encerrado!
    1392;   23538;      E;         80;   1197; Encerrado!
    1392;   23540;      N;         60;   1197; Encerrado!
    1392;   23539;      N;         40;   1197; Encerrado!
    1392;   23541;      N;         50;   1197; Encerrado!
    1392;   23542;      S;         40;   1197; Encerrado!
    1393;   23543;      S;         20;   1198; Encerrado!
    1393;   23544;      E;        100;   1198; Encerrado!
    1393;   23546;      S;         20;   1198; Encerrado!
    1393;   23545;      S;         60;   1198; Encerrado!
    1393;   23547;      W;         40;   1198; Encerrado!
    1393;   23548;      W;         30;   1198; Encerrado!
    1393;   23549;      S;         10;   1198; Encerrado!
    1393;   23550;      S;         80;   1198; Encerrado!
    1393;   23551;      S;         20;   1198; Encerrado!
    1393;   23552;      E;        100;   1198; Encerrado!
    1393;   23553;      E;         50;   1198; Encerrado!
    1393;   23554;      S;         30;   1198; Encerrado!
    1393;   23555;      S;         70;   1198; Encerrado!
    1393;   23556;      S;         40;   1198; Encerrado!
    1393;   23557;      N;         20;   1198; Encerrado!
    1393;   23558;      N;         40;   1198; Encerrado!
    1393;   23559;      N;         10;   1198; Encerrado!
    1393;   23560;      W;         60;   1198; Encerrado!
    1393;   23561;      W;         60;   1198; Encerrado!
    1393;   23562;      W;         70;   1198; Encerrado!
    1393;   23563;      N;         90;   1198; Encerrado!
    1394;   23564;      E;        100;   1199; Encerrado!
    1394;   23565;      E;         30;   1199; Encerrado!
    1394;   23566;      S;         70;   1199; Encerrado!
    1394;   23567;      N;         60;   1199; Encerrado!
    1394;   23568;      E;         30;   1199; Encerrado!
    1394;   23570;      S;         10;   1198; Encerrado!
    1394;   23569;      N;         40;   1198; Encerrado!
    1394;   23571;      W;         70;   1198; Encerrado!
    1394;   23572;      W;         60;   1198; Encerrado!
    1394;   23573;      W;         50;   1198; Encerrado!
    1394;   23574;      E;         20;   1198; Encerrado!
    1394;   23575;      N;         40;   1198; Encerrado!
    1394;   23576;      S;         40;   1198; Encerrado!
    1394;   23577;      N;         40;   1198; Encerrado!
    1395;   23578;      W;         40;   1199; Encerrado!
